PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,AgeBand
666,0,2,male,32,2,0,S.O.C. 14879,73.5,Missing,S,"(16.0, 32.0]"
667,0,2,male,25,0,0,234686,13.0,Missing,S,"(16.0, 32.0]"
668,0,3,male,21,0,0,312993,7.775,Missing,S,"(16.0, 32.0]"
669,0,3,male,43,0,0,A/5 3536,8.05,Missing,S,"(32.0, 48.0]"
670,1,1,female,27,1,0,19996,52.0,C126,S,"(16.0, 32.0]"
671,1,2,female,40,1,1,29750,39.0,Missing,S,"(32.0, 48.0]"
672,0,1,male,31,1,0,F.C. 12750,52.0,B71,S,"(16.0, 32.0]"
673,0,2,male,70,0,0,C.A. 24580,10.5,Missing,S,"(64.0, 80.0]"
674,1,2,male,31,0,0,244270,13.0,Missing,S,"(16.0, 32.0]"
675,0,2,male,20,0,0,239856,0.0,Missing,S,"(16.0, 32.0]"
676,0,3,male,18,0,0,349912,7.775,Missing,S,"(16.0, 32.0]"
677,0,3,male,24,0,0,342826,8.05,Missing,S,"(16.0, 32.0]"
678,1,3,female,18,0,0,4138,9.8417,Missing,S,"(16.0, 32.0]"
679,0,3,female,43,1,6,CA 2144,46.9,Missing,S,"(32.0, 48.0]"
680,1,1,male,36,0,1,PC 17755,512.3292,B51 B53 B55,C,"(32.0, 48.0]"
681,0,3,female,32,0,0,330935,8.1375,Missing,Q,"(16.0, 32.0]"
682,1,1,male,27,0,0,PC 17572,76.7292,D49,C,"(16.0, 32.0]"
683,0,3,male,20,0,0,6563,9.225,Missing,S,"(16.0, 32.0]"
684,0,3,male,14,5,2,CA 2144,46.9,Missing,S,"(-0.08, 16.0]"
685,0,2,male,60,1,1,29750,39.0,Missing,S,"(48.0, 64.0]"
686,0,2,male,25,1,2,SC/Paris 2123,41.5792,Missing,C,"(16.0, 32.0]"
687,0,3,male,14,4,1,3101295,39.6875,Missing,S,"(-0.08, 16.0]"
688,0,3,male,19,0,0,349228,10.1708,Missing,S,"(16.0, 32.0]"
689,0,3,male,18,0,0,350036,7.7958,Missing,S,"(16.0, 32.0]"
690,1,1,female,15,0,1,24160,211.3375,B5,S,"(-0.08, 16.0]"
691,1,1,male,31,1,0,17474,57.0,B20,S,"(16.0, 32.0]"
692,1,3,female,4,0,1,349256,13.4167,Missing,C,"(-0.08, 16.0]"
693,1,3,male,43,0,0,1601,56.4958,Missing,S,"(32.0, 48.0]"
694,0,3,male,25,0,0,2672,7.225,Missing,C,"(16.0, 32.0]"
695,0,1,male,60,0,0,113800,26.55,Missing,S,"(48.0, 64.0]"
696,0,2,male,52,0,0,248731,13.5,Missing,S,"(48.0, 64.0]"
697,0,3,male,44,0,0,363592,8.05,Missing,S,"(32.0, 48.0]"
698,1,3,female,26,0,0,35852,7.7333,Missing,Q,"(16.0, 32.0]"
699,0,1,male,49,1,1,17421,110.8833,C68,C,"(48.0, 64.0]"
700,0,3,male,42,0,0,348121,7.65,F G63,S,"(32.0, 48.0]"
701,1,1,female,18,1,0,PC 17757,227.525,C62 C64,C,"(16.0, 32.0]"
702,1,1,male,35,0,0,PC 17475,26.2875,E24,S,"(32.0, 48.0]"
703,0,3,female,18,0,1,2691,14.4542,Missing,C,"(16.0, 32.0]"
704,0,3,male,25,0,0,36864,7.7417,Missing,Q,"(16.0, 32.0]"
705,0,3,male,26,1,0,350025,7.8542,Missing,S,"(16.0, 32.0]"
706,0,2,male,39,0,0,250655,26.0,Missing,S,"(32.0, 48.0]"
707,1,2,female,45,0,0,223596,13.5,Missing,S,"(32.0, 48.0]"
708,1,1,male,42,0,0,PC 17476,26.2875,E24,S,"(32.0, 48.0]"
709,1,1,female,22,0,0,113781,151.55,Missing,S,"(16.0, 32.0]"
710,1,3,male,19,1,1,2661,15.2458,Missing,C,"(16.0, 32.0]"
711,1,1,female,24,0,0,PC 17482,49.5042,C90,C,"(16.0, 32.0]"
712,0,1,male,20,0,0,113028,26.55,C124,S,"(16.0, 32.0]"
713,1,1,male,48,1,0,19996,52.0,C126,S,"(32.0, 48.0]"
714,0,3,male,29,0,0,7545,9.4833,Missing,S,"(16.0, 32.0]"
715,0,2,male,52,0,0,250647,13.0,Missing,S,"(48.0, 64.0]"
716,0,3,male,19,0,0,348124,7.65,F G73,S,"(16.0, 32.0]"
717,1,1,female,38,0,0,PC 17757,227.525,C45,C,"(32.0, 48.0]"
718,1,2,female,27,0,0,34218,10.5,E101,S,"(16.0, 32.0]"
719,0,3,male,25,0,0,36568,15.5,Missing,Q,"(16.0, 32.0]"
720,0,3,male,33,0,0,347062,7.775,Missing,S,"(32.0, 48.0]"
721,1,2,female,6,0,1,248727,33.0,Missing,S,"(-0.08, 16.0]"
722,0,3,male,17,1,0,350048,7.0542,Missing,S,"(16.0, 32.0]"
723,0,2,male,34,0,0,12233,13.0,Missing,S,"(32.0, 48.0]"
724,0,2,male,50,0,0,250643,13.0,Missing,S,"(48.0, 64.0]"
725,1,1,male,27,1,0,113806,53.1,E8,S,"(16.0, 32.0]"
726,0,3,male,20,0,0,315094,8.6625,Missing,S,"(16.0, 32.0]"
727,1,2,female,30,3,0,31027,21.0,Missing,S,"(16.0, 32.0]"
728,1,3,female,25,0,0,36866,7.7375,Missing,Q,"(16.0, 32.0]"
729,0,2,male,25,1,0,236853,26.0,Missing,S,"(16.0, 32.0]"
730,0,3,female,25,1,0,STON/O2. 3101271,7.925,Missing,S,"(16.0, 32.0]"
731,1,1,female,29,0,0,24160,211.3375,B5,S,"(16.0, 32.0]"
732,0,3,male,11,0,0,2699,18.7875,Missing,C,"(-0.08, 16.0]"
733,0,2,male,29,0,0,239855,0.0,Missing,S,"(16.0, 32.0]"
734,0,2,male,23,0,0,28425,13.0,Missing,S,"(16.0, 32.0]"
735,0,2,male,23,0,0,233639,13.0,Missing,S,"(16.0, 32.0]"
736,0,3,male,28,0,0,54636,16.1,Missing,S,"(16.0, 32.0]"
737,0,3,female,48,1,3,W./C. 6608,34.375,Missing,S,"(32.0, 48.0]"
738,1,1,male,35,0,0,PC 17755,512.3292,B101,C,"(32.0, 48.0]"
739,0,3,male,27,0,0,349201,7.8958,Missing,S,"(16.0, 32.0]"
740,0,3,male,22,0,0,349218,7.8958,Missing,S,"(16.0, 32.0]"
741,1,1,male,19,0,0,16988,30.0,D45,S,"(16.0, 32.0]"
742,0,1,male,36,1,0,19877,78.85,C46,S,"(32.0, 48.0]"
743,1,1,female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,"(16.0, 32.0]"
744,0,3,male,24,1,0,376566,16.1,Missing,S,"(16.0, 32.0]"
745,1,3,male,31,0,0,STON/O 2. 3101288,7.925,Missing,S,"(16.0, 32.0]"
746,0,1,male,70,1,1,WE/P 5735,71.0,B22,S,"(64.0, 80.0]"
747,0,3,male,16,1,1,C.A. 2673,20.25,Missing,S,"(-0.08, 16.0]"
748,1,2,female,30,0,0,250648,13.0,Missing,S,"(16.0, 32.0]"
749,0,1,male,19,1,0,113773,53.1,D30,S,"(16.0, 32.0]"
750,0,3,male,31,0,0,335097,7.75,Missing,Q,"(16.0, 32.0]"
751,1,2,female,4,1,1,29103,23.0,Missing,S,"(-0.08, 16.0]"
752,1,3,male,6,0,1,392096,12.475,E121,S,"(-0.08, 16.0]"
753,0,3,male,33,0,0,345780,9.5,Missing,S,"(32.0, 48.0]"
754,0,3,male,23,0,0,349204,7.8958,Missing,S,"(16.0, 32.0]"
755,1,2,female,48,1,2,220845,65.0,Missing,S,"(32.0, 48.0]"
756,1,2,male,0,1,1,250649,14.5,Missing,S,"(-0.08, 16.0]"
757,0,3,male,28,0,0,350042,7.7958,Missing,S,"(16.0, 32.0]"
758,0,2,male,18,0,0,29108,11.5,Missing,S,"(16.0, 32.0]"
759,0,3,male,34,0,0,363294,8.05,Missing,S,"(32.0, 48.0]"
760,1,1,female,33,0,0,110152,86.5,B77,S,"(32.0, 48.0]"
761,0,3,male,30,0,0,358585,14.5,Missing,S,"(16.0, 32.0]"
762,0,3,male,41,0,0,SOTON/O2 3101272,7.125,Missing,S,"(32.0, 48.0]"
763,1,3,male,20,0,0,2663,7.2292,Missing,C,"(16.0, 32.0]"
764,1,1,female,36,1,2,113760,120.0,B96 B98,S,"(32.0, 48.0]"
765,0,3,male,16,0,0,347074,7.775,Missing,S,"(-0.08, 16.0]"
766,1,1,female,51,1,0,13502,77.9583,D11,S,"(48.0, 64.0]"
767,0,1,male,34,0,0,112379,39.6,Missing,C,"(32.0, 48.0]"
768,0,3,female,30,0,0,364850,7.75,Missing,Q,"(16.0, 32.0]"
769,0,3,male,29,1,0,371110,24.15,Missing,Q,"(16.0, 32.0]"
770,0,3,male,32,0,0,8471,8.3625,Missing,S,"(16.0, 32.0]"
771,0,3,male,24,0,0,345781,9.5,Missing,S,"(16.0, 32.0]"
772,0,3,male,48,0,0,350047,7.8542,Missing,S,"(32.0, 48.0]"
773,0,2,female,57,0,0,S.O./P.P. 3,10.5,E77,S,"(48.0, 64.0]"
774,0,3,male,21,0,0,2674,7.225,Missing,C,"(16.0, 32.0]"
775,1,2,female,54,1,3,29105,23.0,Missing,S,"(48.0, 64.0]"
776,0,3,male,18,0,0,347078,7.75,Missing,S,"(16.0, 32.0]"
777,0,3,male,26,0,0,383121,7.75,F38,Q,"(16.0, 32.0]"
778,1,3,female,5,0,0,364516,12.475,Missing,S,"(-0.08, 16.0]"
779,0,3,male,18,0,0,36865,7.7375,Missing,Q,"(16.0, 32.0]"
780,1,1,female,43,0,1,24160,211.3375,B3,S,"(32.0, 48.0]"
781,1,3,female,13,0,0,2687,7.2292,Missing,C,"(-0.08, 16.0]"
782,1,1,female,17,1,0,17474,57.0,B20,S,"(16.0, 32.0]"
783,0,1,male,29,0,0,113501,30.0,D6,S,"(16.0, 32.0]"
784,0,3,male,26,1,2,W./C. 6607,23.45,Missing,S,"(16.0, 32.0]"
785,0,3,male,25,0,0,SOTON/O.Q. 3101312,7.05,Missing,S,"(16.0, 32.0]"
786,0,3,male,25,0,0,374887,7.25,Missing,S,"(16.0, 32.0]"
787,1,3,female,18,0,0,3101265,7.4958,Missing,S,"(16.0, 32.0]"
788,0,3,male,8,4,1,382652,29.125,Missing,Q,"(-0.08, 16.0]"
789,1,3,male,1,1,2,C.A. 2315,20.575,Missing,S,"(-0.08, 16.0]"
790,0,1,male,46,0,0,PC 17593,79.2,B82 B84,C,"(32.0, 48.0]"
791,0,3,male,36,0,0,12460,7.75,Missing,Q,"(32.0, 48.0]"
792,0,2,male,16,0,0,239865,26.0,Missing,S,"(-0.08, 16.0]"
793,0,3,female,15,8,2,CA. 2343,69.55,Missing,S,"(-0.08, 16.0]"
794,0,1,male,25,0,0,PC 17600,30.6958,Missing,C,"(16.0, 32.0]"
795,0,3,male,25,0,0,349203,7.8958,Missing,S,"(16.0, 32.0]"
796,0,2,male,39,0,0,28213,13.0,Missing,S,"(32.0, 48.0]"
797,1,1,female,49,0,0,17465,25.9292,D17,S,"(48.0, 64.0]"
798,1,3,female,31,0,0,349244,8.6833,Missing,S,"(16.0, 32.0]"
799,0,3,male,30,0,0,2685,7.2292,Missing,C,"(16.0, 32.0]"
800,0,3,female,30,1,1,345773,24.15,Missing,S,"(16.0, 32.0]"
801,0,2,male,34,0,0,250647,13.0,Missing,S,"(32.0, 48.0]"
802,1,2,female,31,1,1,C.A. 31921,26.25,Missing,S,"(16.0, 32.0]"
803,1,1,male,11,1,2,113760,120.0,B96 B98,S,"(-0.08, 16.0]"
804,1,3,male,0,0,1,2625,8.5167,Missing,C,"(-0.08, 16.0]"
805,1,3,male,27,0,0,347089,6.975,Missing,S,"(16.0, 32.0]"
806,0,3,male,31,0,0,347063,7.775,Missing,S,"(16.0, 32.0]"
807,0,1,male,39,0,0,112050,0.0,A36,S,"(32.0, 48.0]"
808,0,3,female,18,0,0,347087,7.775,Missing,S,"(16.0, 32.0]"
809,0,2,male,39,0,0,248723,13.0,Missing,S,"(32.0, 48.0]"
810,1,1,female,33,1,0,113806,53.1,E8,S,"(32.0, 48.0]"
811,0,3,male,26,0,0,3474,7.8875,Missing,S,"(16.0, 32.0]"
812,0,3,male,39,0,0,A/4 48871,24.15,Missing,S,"(32.0, 48.0]"
813,0,2,male,35,0,0,28206,10.5,Missing,S,"(32.0, 48.0]"
814,0,3,female,6,4,2,347082,31.275,Missing,S,"(-0.08, 16.0]"
815,0,3,male,30,0,0,364499,8.05,Missing,S,"(16.0, 32.0]"
816,0,1,male,37,0,0,112058,0.0,B102,S,"(32.0, 48.0]"
817,0,3,female,23,0,0,STON/O2. 3101290,7.925,Missing,S,"(16.0, 32.0]"
818,0,2,male,31,1,1,S.C./PARIS 2079,37.0042,Missing,C,"(16.0, 32.0]"
819,0,3,male,43,0,0,C 7075,6.45,Missing,S,"(32.0, 48.0]"
820,0,3,male,10,3,2,347088,27.9,Missing,S,"(-0.08, 16.0]"
821,1,1,female,52,1,1,12749,93.5,B69,S,"(48.0, 64.0]"
822,1,3,male,27,0,0,315098,8.6625,Missing,S,"(16.0, 32.0]"
823,0,1,male,38,0,0,19972,0.0,Missing,S,"(32.0, 48.0]"
824,1,3,female,27,0,1,392096,12.475,E121,S,"(16.0, 32.0]"
825,0,3,male,2,4,1,3101295,39.6875,Missing,S,"(-0.08, 16.0]"
826,0,3,male,40,0,0,368323,6.95,Missing,Q,"(32.0, 48.0]"
827,0,3,male,41,0,0,1601,56.4958,Missing,S,"(32.0, 48.0]"
828,1,2,male,1,0,2,S.C./PARIS 2079,37.0042,Missing,C,"(-0.08, 16.0]"
829,1,3,male,24,0,0,367228,7.75,Missing,Q,"(16.0, 32.0]"
830,1,1,female,62,0,0,113572,80.0,B28,S,"(48.0, 64.0]"
831,1,3,female,15,1,0,2659,14.4542,Missing,C,"(-0.08, 16.0]"
832,1,2,male,0,1,1,29106,18.75,Missing,S,"(-0.08, 16.0]"
833,0,3,male,41,0,0,2671,7.2292,Missing,C,"(32.0, 48.0]"
834,0,3,male,23,0,0,347468,7.8542,Missing,S,"(16.0, 32.0]"
835,0,3,male,18,0,0,2223,8.3,Missing,S,"(16.0, 32.0]"
836,1,1,female,39,1,1,PC 17756,83.1583,E49,C,"(32.0, 48.0]"
837,0,3,male,21,0,0,315097,8.6625,Missing,S,"(16.0, 32.0]"
838,0,3,male,20,0,0,392092,8.05,Missing,S,"(16.0, 32.0]"
839,1,3,male,32,0,0,1601,56.4958,Missing,S,"(16.0, 32.0]"
840,1,1,male,35,0,0,11774,29.7,C47,C,"(32.0, 48.0]"
841,0,3,male,20,0,0,SOTON/O2 3101287,7.925,Missing,S,"(16.0, 32.0]"
842,0,2,male,16,0,0,S.O./P.P. 3,10.5,Missing,S,"(-0.08, 16.0]"
843,1,1,female,30,0,0,113798,31.0,Missing,C,"(16.0, 32.0]"
844,0,3,male,34,0,0,2683,6.4375,Missing,C,"(32.0, 48.0]"
845,0,3,male,17,0,0,315090,8.6625,Missing,S,"(16.0, 32.0]"
846,0,3,male,42,0,0,C.A. 5547,7.55,Missing,S,"(32.0, 48.0]"
847,0,3,male,25,8,2,CA. 2343,69.55,Missing,S,"(16.0, 32.0]"
848,0,3,male,35,0,0,349213,7.8958,Missing,C,"(32.0, 48.0]"
849,0,2,male,28,0,1,248727,33.0,Missing,S,"(16.0, 32.0]"
850,1,1,female,17,1,0,17453,89.1042,C92,C,"(16.0, 32.0]"
851,0,3,male,4,4,2,347082,31.275,Missing,S,"(-0.08, 16.0]"
852,0,3,male,74,0,0,347060,7.775,Missing,S,"(64.0, 80.0]"
853,0,3,female,9,1,1,2678,15.2458,Missing,C,"(-0.08, 16.0]"
854,1,1,female,16,0,1,PC 17592,39.4,D28,S,"(-0.08, 16.0]"
855,0,2,female,44,1,0,244252,26.0,Missing,S,"(32.0, 48.0]"
856,1,3,female,18,0,1,392091,9.35,Missing,S,"(16.0, 32.0]"
857,1,1,female,45,1,1,36928,164.8667,Missing,S,"(32.0, 48.0]"
858,1,1,male,51,0,0,113055,26.55,E17,S,"(48.0, 64.0]"
859,1,3,female,24,0,3,2666,19.2583,Missing,C,"(16.0, 32.0]"
860,0,3,male,38,0,0,2629,7.2292,Missing,C,"(32.0, 48.0]"
861,0,3,male,41,2,0,350026,14.1083,Missing,S,"(32.0, 48.0]"
862,0,2,male,21,1,0,28134,11.5,Missing,S,"(16.0, 32.0]"
863,1,1,female,48,0,0,17466,25.9292,D17,S,"(32.0, 48.0]"
864,0,3,female,43,8,2,CA. 2343,69.55,Missing,S,"(32.0, 48.0]"
865,0,2,male,24,0,0,233866,13.0,Missing,S,"(16.0, 32.0]"
866,1,2,female,42,0,0,236852,13.0,Missing,S,"(32.0, 48.0]"
867,1,2,female,27,1,0,SC/PARIS 2149,13.8583,Missing,C,"(16.0, 32.0]"
868,0,1,male,31,0,0,PC 17590,50.4958,A24,S,"(16.0, 32.0]"
869,0,3,male,41,0,0,345777,9.5,Missing,S,"(32.0, 48.0]"
870,1,3,male,4,1,1,347742,11.1333,Missing,S,"(-0.08, 16.0]"
871,0,3,male,26,0,0,349248,7.8958,Missing,S,"(16.0, 32.0]"
872,1,1,female,47,1,1,11751,52.5542,D35,S,"(32.0, 48.0]"
873,0,1,male,33,0,0,695,5.0,B51 B53 B55,S,"(32.0, 48.0]"
874,0,3,male,47,0,0,345765,9.0,Missing,S,"(32.0, 48.0]"
875,1,2,female,28,1,0,P/PP 3381,24.0,Missing,C,"(16.0, 32.0]"
876,1,3,female,15,0,0,2667,7.225,Missing,C,"(-0.08, 16.0]"
877,0,3,male,20,0,0,7534,9.8458,Missing,S,"(16.0, 32.0]"
878,0,3,male,19,0,0,349212,7.8958,Missing,S,"(16.0, 32.0]"
879,0,3,male,28,0,0,349217,7.8958,Missing,S,"(16.0, 32.0]"
880,1,1,female,56,0,1,11767,83.1583,C50,C,"(48.0, 64.0]"
881,1,2,female,25,0,1,230433,26.0,Missing,S,"(16.0, 32.0]"
882,0,3,male,33,0,0,349257,7.8958,Missing,S,"(32.0, 48.0]"
883,0,3,female,22,0,0,7552,10.5167,Missing,S,"(16.0, 32.0]"
884,0,2,male,28,0,0,C.A./SOTON 34068,10.5,Missing,S,"(16.0, 32.0]"
885,0,3,male,25,0,0,SOTON/OQ 392076,7.05,Missing,S,"(16.0, 32.0]"
886,0,3,female,39,0,5,382652,29.125,Missing,Q,"(32.0, 48.0]"
887,0,2,male,27,0,0,211536,13.0,Missing,S,"(16.0, 32.0]"
888,1,1,female,19,0,0,112053,30.0,B42,S,"(16.0, 32.0]"
889,0,3,female,34,1,2,W./C. 6607,23.45,Missing,S,"(32.0, 48.0]"
890,1,1,male,26,0,0,111369,30.0,C148,C,"(16.0, 32.0]"
891,0,3,male,32,0,0,370376,7.75,Missing,Q,"(16.0, 32.0]"
