Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontageband,GarageYrBltband,LotAreaband,YearBuiltband,YearRemodAddband,MasVnrAreaband,BsmtFinSF1band,BsmtFinSF2band,BsmtUnfSFband,TotalBsmtSFband,1stFlrSFband,2ndFlrSFband,LowQualFinSFband,GrLivAreaband,GarageAreaband,WoodDeckSFband,OpenPorchSFband,EnclosedPorchband,3SsnPorchband,ScreenPorchband,MiscValband
1149,50,RM,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,8,2008,WD,Normal,116900.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(328.692, 1395.6]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1150,70,RM,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0.0,1.0,1,0,3,1,TA,7,Typ,0,Not Applicable,Detchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2009,WD,Normal,143000.0,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1913.4, 1927.2]","(1986.0, 1992.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1151,20,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,0.0,0.0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,Unf,1.0,TA,TA,Y,0,Not Applicable,GdPrv,Not Applicable,11,2007,WD,Normal,124000.0,"(20.708, 79.4]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1941.0, 1954.8]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(202.4, 404.8]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1152,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,11,2006,WD,Normal,149900.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1956.0, 1962.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(934.4, 1401.6]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1153,20,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Stone,Stone,None,TA,TA,PConc,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,WD,Abnorml,230000.0,"(79.4, 137.8]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(305.2, 610.4]","(-2.336, 467.2]","(-6.11, 1222.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(202.4, 404.8]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1154,30,RM,Pave,Not Applicable,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,2,1,TA,5,Typ,0,Not Applicable,Detchd,Unf,1.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,6,2008,WD,Normal,120500.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1927.2, 1941.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1155,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,Unf,2.0,TA,TA,Y,0,Not Applicable,GdPrv,Not Applicable,5,2008,WD,Normal,201800.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1986.0, 1992.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(144.0, 288.0]","(-17.0, 1416.667]"
1156,20,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,Plywood,Plywood,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2007,WD,Normal,218000.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1998.0, 2004.0]","(-1.6, 320.0]","(1128.8, 2257.6]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(144.0, 288.0]","(-17.0, 1416.667]"
1157,80,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,Gable,CompShg,BrkFace,BrkFace,None,TA,Gd,PConc,TA,TA,Gd,ALQ,Unf,GasA,Gd,Y,SBrkr,0.0,1.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,MnPrv,Not Applicable,10,2008,WD,Normal,179900.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1158,120,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2009,WD,Normal,230000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1159,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,3.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,6,2008,ConLD,Partial,235128.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(1401.6, 1868.8]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1160,60,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,2.0,Gd,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2008,WD,Normal,185000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1968.0, 1974.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1161,160,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2010,WD,Normal,146000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1974.0, 1980.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1162,20,RL,Pave,Not Applicable,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,11,2008,WD,Normal,224000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1941.0, 1954.8]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(892.8, 1190.4]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(169.333, 338.667]","(-0.576, 144.0]","(-17.0, 1416.667]"
1163,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,5,2007,WD,Normal,129000.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1962.0, 1968.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1164,90,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,2.0,0.0,0,2,0,2,TA,6,Typ,0,Not Applicable,CarPort,Unf,2.0,Fa,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,1,2008,WD,Alloca,108959.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1968.0, 1974.0]","(-1.6, 320.0]","(1128.8, 2257.6]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1165,80,RL,Pave,Not Applicable,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Gd,ALQ,Rec,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,6,2007,WD,Normal,194000.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1974.0, 1980.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(305.2, 610.4]","(-2.336, 467.2]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(148.4, 296.8]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1166,20,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,9,2009,New,Partial,233170.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(1401.6, 1868.8]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1167,20,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,3.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,2,2010,WD,Normal,245350.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(1401.6, 1868.8]","(1222.0, 2444.0]","(1286.2, 2238.4]","(-2.065, 413.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1168,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,2,2006,WD,Normal,173000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(1998.0, 2004.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1169,70,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,4,1,Gd,7,Typ,2,TA,Basment,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2008,WD,Normal,235000.0,"(79.4, 137.8]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1927.2, 1941.0]","(1980.0, 1986.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1170,60,RL,Pave,Not Applicable,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,Fin,3.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,WD,Normal,625000.0,"(79.4, 137.8]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1982.4, 1996.2]","(1992.0, 1998.0]","(1280.0, 1600.0]","(1128.8, 2257.6]","(-1.526, 305.2]","(467.2, 934.4]","(1222.0, 2444.0]","(1286.2, 2238.4]","(1652.0, 2065.0]","(-1.064, 212.8]","(3518.8, 4580.4]","(595.2, 892.8]","(284.8, 569.6]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1171,80,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,Fin,1.0,TA,TA,Y,576,Gd,GdPrv,Not Applicable,7,2008,WD,Normal,171000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1968.6, 1982.4]","(1974.0, 1980.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1172,20,RL,Pave,Not Applicable,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Shed,11,2008,WD,Normal,163000.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1954.8, 1968.6]","(1956.0, 1962.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(1222.0, 2444.0]","(329.239, 1286.2]","(-2.065, 413.0]","(-1.064, 212.8]","(328.692, 1395.6]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(144.0, 288.0]","(-17.0, 1416.667]"
1173,160,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,2,1,Gd,5,Typ,0,Not Applicable,Detchd,Fin,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,3,2008,WD,Normal,171900.0,"(20.708, 79.4]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1996.2, 2010.0]","(2004.0, 2010.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(467.2, 934.4]","(-6.11, 1222.0]","(329.239, 1286.2]","(413.0, 826.0]","(-1.064, 212.8]","(328.692, 1395.6]","(595.2, 892.8]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1174,50,RL,Pave,Not Applicable,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,0.0,0.0,3,0,3,1,Ex,12,Maj1,1,Gd,Not Applicable,Not Applicable,0.0,TA,TA,Y,0,Not Applicable,MnPrv,Not Applicable,3,2007,WD,Normal,200500.0,"(137.8, 196.2]","(1957.4, 2019.8]","(1086.055, 44089.0]","(1941.0, 1954.8]","(1992.0, 1998.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(305.2, 610.4]","(934.4, 1401.6]","(1222.0, 2444.0]","(1286.2, 2238.4]","(826.0, 1239.0]","(425.6, 638.4]","(2457.2, 3518.8]","(-1.488, 297.6]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
1175,70,RL,Pave,Not Applicable,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0.0,0.0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,Unf,2.0,TA,TA,Y,0,Not Applicable,Not Applicable,Not Applicable,7,2006,WD,Normal,239000.0,"(79.4, 137.8]","(1894.688, 1957.4]","(1086.055, 44089.0]","(1927.2, 1941.0]","(1949.94, 1956.0]","(-1.6, 320.0]","(-5.644, 1128.8]","(-1.526, 305.2]","(-2.336, 467.2]","(-6.11, 1222.0]","(329.239, 1286.2]","(826.0, 1239.0]","(-1.064, 212.8]","(1395.6, 2457.2]","(297.6, 595.2]","(-1.424, 284.8]","(-0.742, 148.4]","(-1.012, 202.4]","(-0.508, 169.333]","(-0.576, 144.0]","(-17.0, 1416.667]"
